Y2008,8,13569378,12578309,13569378,21342.493
Y2008,9,25988564,3213485,25988564,81130.944
Y2008,10,20958800,8549800,20958800,163644.603
Y2009,1,115115364,24291081,47390,1382593.731
Y2009,2,60365728,20191200,60365728,306076.362
Y2009,3,80679400,27752400,80679400,1214270.132
Y2009,4,38336865,5147394,38336865,62687.521
Y2009,5,26949900,9660400,26949900,33789.831
Y2009,6,20600000,8025898,20600000,71339.185
Y2009,7,21823640,13584050,21823640,36014.268
Y2009,8,21420177,13530196,21420177,21739.04
Y2009,9,25192350,3226036,25192350,80965.612
Y2009,10,24033000,9046000,24033000,167049.58
Y2010,1,115186178,24257900,47484,1390419.698
Y2010,2,60062408,19270930,60062408,308641.391
Y2010,3,80803600,28457400,80803600,1230980.691
Y2010,4,38207431,5426820,38207431,63026.74
Y2010,5,23299600,8296100,23299600,34168.668
Y2010,6,19674000,8063070,19674000,72326.914
Y2010,7,22278900,13935792,22278900,36635.566
Y2010,8,21834010,13881030,21834010,22120.064
Y2010,9,23782955,3297699,23782955,80894.785
Y2010,10,23310800,9131600,23310800,170560.182
Y2011,1,117414034,24272245,48374,1398280.528
Y2011,2,54418808,18496174,54418808,311051.373
Y2011,3,86874000,29068600,86874000,1247236.029
Y2011,4,35992794,5407328,35992794,63343.577
Y2011,5,25288000,8552500,25288000,34538.622
Y2011,6,21800000,8062850,21800000,73409.455
Y2011,7,27793338,13554391,27793338,37237.877
Y2011,8,27410076,13501780,27410076,22479.799
Y2011,9,22782700,3248200,22782700,80933.98
Y2011,10,25213800,8900700,25213800,174184.265
Y2012,1,121030059,24270311,49868,1406131.446
Y2012,2,61677384,19797644,61677384,313335.423
Y2012,3,94880000,29860000,94880000,1263065.852
Y2012,4,37885742,5297826,37885742,63639.873
Y2012,5,27246000,9497200,27246000,34900.705
Y2012,6,20100000,7521690,20100000,74569.867
Y2012,7,30393643,13956900,30393643,37824.446
Y2012,8,29905009,13902140,29905009,22821.849
Y2012,9,22409300,3056700,22409300,81066.228
Y2012,10,23473400,8649800,23473400,177911.533
Y2013,1,121930527,24119335,50553,1413857.482
Y2013,2,58104610,18345410,58104610,315536.676
Y2013,3,93510000,29650000,93510000,1278562.207
Y2013,4,38651472,5319778,38651472,63919.917
Y2013,5,37589100,10441500,37589100,35255.495
Y2013,6,22050000,7750272,22050000,75787.333
Y2013,7,23303416,13028572,23303416,38399.398
Y2013,8,22855576,12979382,22855576,23150.729
Y2013,9,25019100,3128200,25019100,81265.139
Y2013,10,24211360,8660077,24211360,181712.595
Y2014,1,126215211,24071629,52433,1421307.384
Y2014,2,55147120,18771550,55147120,317718.779
Y2014,3,95850000,30470000,95850000,1293859.294
Y2014,4,38950202,5297210,38950202,64190.638
Y2014,5,27442100,9480100,27442100,35604.728
Y2014,6,19000000,7820750,19000000,77030.628
Y2014,7,25716534,12661158,25716534,38970.389
Y2014,8,25303037,12613226,25303037,23474.668
Y2014,9,27784700,3219700,27784700,81489.66
Y2014,10,25979399,9199318,25979399,185546.257
Y2015,1,132646335,24599116,53923,1428360.951
Y2015,2,55839540,19058470,55839540,319929.162
Y2015,3,86530000,31470000,86530000,1309053.98
Y2015,4,42750027,5480208,42750027,64457.201
Y2015,5,37647400,9577400,37647400,35949.709
Y2015,6,22600000,7846481,22600000,78271.472
Y2015,7,24156099,12431362,24156099,39542.98
Y2015,8,23742560,12383673,23742560,23799.556
Y2015,9,26549500,3282700,26549500,81707.789
Y2015,10,25086174,9203874,25086174,189380.513
Y2016,1,133278338,24698641,53923,1434972.081
Y2016,2,62833140,17745660,62833140,322179.605
Y2016,3,92290000,30420000,92290000,1324171.354
Y2016,4,29504454,5562553,29504454,64720.69
Y2016,5,32139900,9261600,32139900,36289.822
Y2016,6,20600000,7609868,20600000,79512.426
Y2016,7,22733872,11332152,22733872,40117.432
Y2016,8,22274514,11282202,22274514,24125.848
Y2016,9,24463800,3201700,24463800,81914.672
Y2016,10,25633000,9224000,25633000,193203.476
Y2017,1,134340630,24510393,54810,1441131.303
Y2017,2,47370880,15210680,47370880,324459.463
Y2017,3,98510000,30600000,98510000,1339180.127
Y2017,4,36924938,5464689,36924938,64979.548
Y2017,5,29984200,9035993,29984200,36624.199
Y2017,6,21500000,7662273,21500000,80745.02
Y2017,7,32223937,12232234,32223937,40690.786
Y2017,8,31818744,12191153,31818744,24450.561
Y2017,9,24481600,3202600,24481600,82114.224
Y2017,10,26674000,8972000,26674000,197015.955
